followee,country,count,rank
20536157,Venezuela,178,67
22536055,South Africa,178,43
23375688,Egypt,178,93
95255169,Germany,178,52
413487212,Morocco,178,50
5402612,Vietnam,177,12
5988062,New Zealand,177,53
6017542,Egypt,177,94
10228272,Slovenia,177,19
15846407,Greenland,177,57
18332190,Romania,177,3
20536157,New Zealand,177,54
20536157,Ireland,177,63
42420346,Russia,177,83
44409004,Bangladesh,177,25
44886859,Canada,177,75
55507370,Russia,177,84
1307120064,Russia,177,85
30973,Ecuador,176,89
30973,Canada,176,76
612473,Egypt,176,95
807095,Vietnam,176,13
1652541,Ireland,176,64
7587032,Kenya,176,87
15846407,Mexico,176,62
25103967,Germany,176,53
46697447,Morocco,176,51
51241574,Greenland,176,58
89133606,South Korea,176,7
155659213,Chile,176,38
382267114,Bangladesh,176,26
807095,Colombia,175,40
11348282,Turkey,175,47
11856482,Canada,175,77
14872237,Spain,175,76
16898427,Ukraine,175,7
17093617,Spain,175,77
18909186,Belgium,175,7
20626359,Colombia,175,41
20626359,Portugal,175,9
25103967,Venezuela,175,68
27067896,Greenland,175,59
31927467,Venezuela,175,69
38679388,Saudi Arabia,175,59
50393960,Argentina,175,64
50393960,Vietnam,175,14
79293791,Kenya,175,88
14511951,Russia,174,86
22090282,Morocco,174,52
25365536,Greenland,174,60
27067896,Mexico,174,63
28535982,Canada,174,78
28785486,Egypt,174,96
31348594,Bangladesh,174,27
39699737,Germany,174,54
44335525,Oman,174,4
44886859,Spain,174,78
54904679,Turkey,174,48
60865434,Egypt,174,97
173992307,Russia,174,87
215952307,Ireland,174,65
304467186,Russia,174,88
558797310,Kenya,174,89
783214,Slovenia,173,20
783214,Switzerland,173,12
5402612,Argentina,173,65
11348282,Colombia,173,42
15378041,Kenya,173,90
17365848,Canada,173,79
18332190,Kuwait,173,4
19397785,South Africa,173,44
22090282,Turkey,173,49
27067896,Russia,173,89
34713362,Russia,173,90
57928790,Bangladesh,173,28
88878382,Belgium,173,8
91478624,South Africa,173,45
106062176,Serbia,173,7
150429478,Bangladesh,173,29
378197959,Venezuela,173,70
2459371,Bangladesh,172,30
5402612,Germany,172,55
9317502,Chile,172,39
11348282,Bangladesh,172,31
14330924,Germany,172,56
15846407,Egypt,172,98
18909186,Serbia,172,8
19617105,Kenya,172,91
20508222,Ireland,172,66
20536157,Germany,172,57
26565946,Morocco,172,53
26565946,Mexico,172,64
260907612,Saudi Arabia,172,60
344634424,Argentina,172,66
5402612,Chile,171,40
19397785,Morocco,171,54
20071863,Canada,171,80
21887420,Canada,171,81
30313925,Greenland,171,61
50393960,Venezuela,171,71
52471614,Chile,171,41
79708561,Bangladesh,171,32
101743223,Mexico,171,65
155659213,Saudi Arabia,171,61
260907612,New Zealand,171,55
428333,Taiwan,170,2
813286,Switzerland,170,13
1652541,South Africa,170,46
2097571,Saudi Arabia,170,62
5988062,Saudi Arabia,170,63
11348282,Germany,170,58
14293310,Mexico,170,66
18219976,Chile,170,42
18676177,Morocco,170,55
18909186,Switzerland,170,14
47363197,Russia,170,91
132355708,Russia,170,92
180505807,New Zealand,170,56
742143,Germany,169,59
742143,Vietnam,169,15
2803191,Kenya,169,92
3108351,Saudi Arabia,169,64
6017542,Canada,169,82
7587032,Morocco,169,56
14213711,Chile,169,43
14293310,New Zealand,169,57
15224867,Canada,169,83
16898427,Colombia,169,43
19913832,Ireland,169,67
25103967,Greenland,169,62
25365536,Kenya,169,93
33933259,Russia,169,93
38679388,Russia,169,94
44084633,Venezuela,169,72
44409004,Egypt,169,99
54904679,Slovenia,169,21
91478624,Mexico,169,67
91478624,Egypt,169,100
124476322,Ukraine,169,8
134196350,Germany,169,60
155659213,Morocco,169,57
169090363,Russia,169,95
180505807,Kenya,169,94
1379801,Sweden,168,1
2557521,Ecuador,168,90
2803191,Saudi Arabia,168,65
6449282,Kenya,168,95
14589119,Taiwan,168,3
16211434,Greenland,168,63
17919972,Morocco,168,58
19106719,Vietnam,168,16
21764143,Turkey,168,50
22090282,Colombia,168,44
26565946,New Zealand,168,58
42865366,Germany,168,61
43023158,Chile,168,44
45621423,Azerbaijan,168,2
56377143,South Korea,168,8
60586908,Chile,168,45
243381107,Saudi Arabia,168,66
243381107,Bangladesh,168,33
297169759,Mexico,168,68
519211628,Russia,168,96
759251,Colombia,167,45
3108351,Ireland,167,68
4898091,Russia,167,97
6017542,Greenland,167,64
6741632,Chile,167,46
15425377,Switzerland,167,15
16031536,Ecuador,167,91
17386885,Ireland,167,69
17471979,South Africa,167,47
21425125,Venezuela,167,73
22128494,Ireland,167,70
25103967,Morocco,167,59
45621423,Romania,167,4
85603854,Bangladesh,167,34
106062176,South Africa,167,48
173992307,Morocco,167,60
382267114,Kenya,167,96
471287735,Ireland,167,71
821045162,South Korea,167,9
759251,Taiwan,166,4
2459371,Saudi Arabia,166,67
4898091,Kenya,166,97
5120691,Kenya,166,98
5920532,South Africa,166,49
14159148,Mexico,166,69
14677919,Canada,166,84
15425377,Chile,166,47
19617105,Slovenia,166,22
19818494,Morocco,166,61
21401523,South Korea,166,10
22536055,Serbia,166,9
36065771,Canada,166,85
38676903,Venezuela,166,74
40113236,Canada,166,86
56377143,Ukraine,166,9
74594552,Saudi Arabia,166,68
124476322,Romania,166,5
131574396,Chile,166,48
260907612,Switzerland,166,16
612473,Russia,165,98
1652541,Spain,165,79
1652541,Turkey,165,51
7212562,Kenya,165,99
14140913,Canada,165,87
14159148,Venezuela,165,75
14230524,Morocco,165,62
15846407,Kenya,165,100
17365848,Ecuador,165,92
21401523,Belgium,165,9
25365536,Morocco,165,63
25365536,Venezuela,165,76
26565946,Chile,165,49
30899115,Ecuador,165,93
36184220,Ireland,165,72
40205617,Greenland,165,65
46207622,Canada,165,88
87416722,Ireland,165,73
128841198,Russia,165,99
215952307,Morocco,165,64
742143,Chile,164,50
2561091,Portugal,164,10
2803191,Venezuela,164,77
7212562,Colombia,164,46
10228272,Ukraine,164,10
10937622,Canada,164,89
14230524,Mexico,164,70
15846407,Venezuela,164,78
16409683,Greenland,164,66
17919972,Ireland,164,74
20536157,Bangladesh,164,35
22919665,Taiwan,164,5
25103967,Ireland,164,75
25103967,Colombia,164,47
91478624,Ireland,164,76
101743223,Ecuador,164,94
2097571,Venezuela,163,79
3108351,Spain,163,80
3108351,Mexico,163,71
3108351,Venezuela,163,80
5920532,South Korea,163,11
15846407,Argentina,163,67
16409683,Bangladesh,163,36
17093617,Russia,163,100
17471979,Germany,163,62
20536157,Argentina,163,68
26223583,Switzerland,163,17
38676903,Slovenia,163,23
74286565,Venezuela,163,81
108568373,Ireland,163,77
177547780,Bangladesh,163,37
183230911,Bangladesh,163,38
216299334,Morocco,163,65
382267114,Venezuela,163,82
821045162,Azerbaijan,163,3
1652541,New Zealand,162,59
3108351,Morocco,162,66
3108351,Argentina,162,69
7212562,Turkey,162,52
10228272,Taiwan,162,6
14502789,Chile,162,51
15492359,New Zealand,162,60
22919665,Turkey,162,53
26565946,Greenland,162,67
28785486,Canada,162,90
38676903,Mexico,162,72
50393960,Chile,162,52
74286565,Ecuador,162,95
95252395,Belgium,162,10
106062176,Portugal,162,11
180505807,Turkey,162,54
285332860,Morocco,162,67
807095,Slovenia,161,24
972651,Canada,161,91
12397052,Ecuador,161,96
17471979,Turkey,161,55
18909186,Romania,161,6
20609518,Mexico,161,73
21401523,South Africa,161,50
39559926,Spain,161,81
51376979,Bangladesh,161,39
56631494,Bangladesh,161,40
79293791,Ireland,161,78
1339835893,Canada,161,92
1652541,Germany,160,63
2557521,Canada,160,93
9676212,Canada,160,94
15378041,Slovenia,160,25
16409683,Canada,160,95
17163446,Portugal,160,12
18148907,Canada,160,96
44886859,Ecuador,160,97
50393960,Spain,160,82
74286565,Bangladesh,160,41
79293791,Mexico,160,74
85603854,Greenland,160,68
91478624,Morocco,160,68
218730857,Switzerland,160,18
807095,Portugal,159,13
2467791,Mexico,159,75
5988062,Chile,159,53
16365636,Mexico,159,76
17336417,Ireland,159,79
17919972,Greenland,159,69
20015311,New Zealand,159,61
21401523,Saudi Arabia,159,69
22536055,South Korea,159,12
22919665,New Zealand,159,62
36184220,Greenland,159,70
56377143,New Zealand,159,63
79293791,Argentina,159,70
85452649,Ireland,159,80
90430970,Ireland,159,81
155659213,Argentina,159,71
155659213,Mexico,159,77
188039706,Ireland,159,82
1774391,Greenland,158,71
2467791,Saudi Arabia,158,70
14800270,Ecuador,158,98
15846407,Chile,158,54
17093617,Canada,158,97
17919972,Chile,158,55
20536157,Spain,158,83
20823928,Turkey,158,56
21887420,Spain,158,84
31311757,Saudi Arabia,158,71
44335525,Kuwait,158,5
180505807,Taiwan,158,7
184910040,Morocco,158,69
292424857,Chile,158,56
1367531,Canada,157,98
5920532,New Zealand,157,64
10228272,South Korea,157,13
14159148,Bangladesh,157,42
14173315,Canada,157,99
14230524,New Zealand,157,65
15425377,Saudi Arabia,157,72
16898427,Portugal,157,14
21401523,Portugal,157,15
27067896,Turkey,157,57
133880286,Morocco,157,70
224223563,Venezuela,157,83
813286,South Korea,156,14
813286,Ukraine,156,11
5920532,Switzerland,156,19
5920532,Portugal,156,16
14589119,Nepal,156,1
15649433,Canada,156,100
19397785,Ireland,156,83
20609518,Greenland,156,72
23375688,Mexico,156,78
23976386,Venezuela,156,84
27067896,Ireland,156,84
29479000,Chile,156,57
36065771,Ecuador,156,99
60865434,Venezuela,156,85
74286565,Mexico,156,79
101743223,Chile,156,58
124476322,New Zealand,156,66
173992307,Greenland,156,73
297169759,Vietnam,156,17
821045162,Taiwan,156,8
1652541,Mexico,155,80
2467791,Spain,155,85
12397052,Greenland,155,74
16898427,Serbia,155,10
17919972,Venezuela,155,86
18676177,New Zealand,155,67
18676177,Ireland,155,85
20823928,Venezuela,155,87
22536055,Ukraine,155,12
33933259,Greenland,155,75
56377143,Romania,155,7
180505807,Vietnam,155,18
218730857,Portugal,155,17
2467791,Venezuela,154,88
5988062,Argentina,154,72
5988062,Bangladesh,154,43
8161232,Germany,154,64
9624742,Ecuador,154,100
14230524,Chile,154,59
14293310,Argentina,154,73
16409683,Mexico,154,81
17919972,Argentina,154,74
18909186,Kuwait,154,6
21447363,Saudi Arabia,154,73
26565946,Ireland,154,86
49573859,Morocco,154,71
56377143,Scotland,154,2
77696645,Bangladesh,154,44
85603854,Mexico,154,82
183387449,Spain,154,86
184910040,Ireland,154,87
260907612,Portugal,154,18
265902729,Morocco,154,72
742143,Taiwan,153,9
807095,Switzerland,153,20
2097571,Turkey,153,58
10228272,Portugal,153,19
16409683,Morocco,153,73
19106719,Colombia,153,48
20626359,Scotland,153,3
39559926,Germany,153,65
101743223,Germany,153,66
155659213,Spain,153,87
218730857,Serbia,153,11
14293310,Morocco,152,74
14363353,Spain,152,88
14758257,Portugal,152,20
15378041,Saudi Arabia,152,74
16365636,Saudi Arabia,152,75
17386885,Morocco,152,75
17753033,Morocco,152,76
20626359,Serbia,152,12
23976386,Argentina,152,75
38676903,Portugal,152,21
45621423,South Korea,152,15
382267114,Mexico,152,83
428333,Switzerland,151,21
972651,New Zealand,151,68
12397052,Ireland,151,88
14230524,Ireland,151,89
14293310,Spain,151,89
14511951,Greenland,151,76
15846407,Morocco,151,77
18909186,Vietnam,151,19
19617105,Saudi Arabia,151,76
22536055,Belgium,151,11
23413363,Saudi Arabia,151,77
36065771,Spain,151,90
54149214,Taiwan,151,10
85603854,Chile,151,60
382267114,Argentina,151,76
525264466,Chile,151,61
428333,South Korea,150,16
612473,Greenland,150,77
2557521,Bangladesh,150,45
5402612,Scotland,150,4
15425377,New Zealand,150,69
16365636,South Africa,150,51
17020962,Morocco,150,78
21759987,Germany,150,67
22919665,South Korea,150,17
36184220,Germany,150,68
79293791,Chile,150,62
85603854,Argentina,150,77
106062176,Ukraine,150,13
134196350,Spain,150,91
180505807,Colombia,150,49
260907612,South Korea,150,18
343627165,Morocco,150,79
348379865,Greenland,150,78
413487212,Ireland,150,90
428333,Slovenia,149,26
783214,Ukraine,149,14
3108351,South Africa,149,52
12397052,Germany,149,69
14230524,Argentina,149,78
14293310,Ireland,149,91
17093617,Morocco,149,80
18332190,Oman,149,5
29797128,Chile,149,63
51241574,Morocco,149,81
51241574,Venezuela,149,89
142393421,Chile,149,64
209004862,Morocco,149,82
408338751,Oman,149,6
2557521,Mexico,148,84
2557521,Venezuela,148,90
3108351,Bangladesh,148,46
14293310,Turkey,148,59
16211434,Mexico,148,85
17365848,Spain,148,92
23375688,Venezuela,148,91
26565946,Venezuela,148,92
32388036,Spain,148,93
96951800,Venezuela,148,93
166739404,Mexico,148,86
218730857,Vietnam,148,20
783214,Colombia,147,50
813286,Taiwan,147,11
813286,Belgium,147,12
2097571,South Africa,147,53
2803191,Bangladesh,147,47
14293310,Venezuela,147,94
15846407,South Africa,147,54
19110632,Greenland,147,79
19562228,Ireland,147,92
20015311,Ireland,147,93
20536157,Morocco,147,83
24016767,Spain,147,94
36184220,New Zealand,147,70
40205617,Argentina,147,79
44084633,Argentina,147,80
62452990,Taiwan,147,12
87416722,Morocco,147,84
91478624,Saudi Arabia,147,78
106317808,Oman,147,7
218730857,Belgium,147,13
2557521,Argentina,146,81
5402612,Slovenia,146,27
6017542,Saudi Arabia,146,79
14700117,Morocco,146,85
15066760,Mexico,146,87
17919972,Vietnam,146,21
19110632,Ireland,146,94
21887420,Ireland,146,95
30313925,Venezuela,146,95
32388036,Morocco,146,86
38676903,Turkey,146,60
50393960,Turkey,146,61
51241574,Saudi Arabia,146,80
180505807,Morocco,146,87
471287735,Morocco,146,88
627673190,Venezuela,146,96
428333,Ukraine,145,15
807095,South Korea,145,19
1652541,Argentina,145,82
2097571,Mexico,145,88
5402612,Portugal,145,22
8665572,Portugal,145,23
14159148,Morocco,145,89
16451028,Portugal,145,24
21447363,South Africa,145,55
21887420,Morocco,145,90
25365536,Mexico,145,89
26565946,Argentina,145,83
33933259,Venezuela,145,97
44084633,Greenland,145,80
54904679,Switzerland,145,22
63253045,Argentina,145,84
124476322,South Korea,145,20
155659213,Ireland,145,96
224223563,Argentina,145,85
348379865,Venezuela,145,98
3108351,New Zealand,144,71
11348282,Chile,144,65
19397785,Mexico,144,90
19562228,New Zealand,144,72
26462022,Switzerland,144,23
33933259,Bangladesh,144,48
38676903,Chile,144,66
87818409,New Zealand,144,73
94081671,Portugal,144,25
185314895,Morocco,144,91
260907612,Belgium,144,14
759251,South Korea,143,21
2425151,Saudi Arabia,143,81
2467791,Argentina,143,86
14293310,Bangladesh,143,49
15670515,Bangladesh,143,50
16409683,Argentina,143,87
19230601,Ireland,143,97
22090282,New Zealand,143,74
44084633,Mexico,143,91
45621423,Taiwan,143,13
155659213,Portugal,143,26
166739404,New Zealand,143,75
180505807,Germany,143,70
783214,Taiwan,142,14
1652541,Vietnam,142,22
10228272,Switzerland,142,24
14159148,New Zealand,142,76
14677919,Greenland,142,81
15391813,Portugal,142,27
16409683,New Zealand,142,77
16409683,Chile,142,67
18332190,Azerbaijan,142,4
18863815,Argentina,142,88
19426551,Mexico,142,92
44409004,Greenland,142,82
87818409,Spain,142,95
158487331,Venezuela,142,99
166739404,Ireland,142,98
180505807,South Africa,142,56
500704345,Argentina,142,89
428333,Colombia,141,51
2097571,Morocco,141,92
3108351,Chile,141,68
5988062,Venezuela,141,100
16211434,Morocco,141,93
16211434,Ireland,141,99
17471979,Colombia,141,52
19562228,Morocco,141,94
44409004,Mexico,141,93
106062176,Switzerland,141,25
124476322,Vietnam,141,23
218730857,South Korea,141,22
783214,Portugal,140,28
12397052,Morocco,140,95
14159148,Spain,140,96
14159148,Ireland,140,100
14293310,Vietnam,140,24
15066760,South Africa,140,57
16542390,Bangladesh,140,51
20536157,Turkey,140,62
20536157,Vietnam,140,25
20823928,Saudi Arabia,140,82
259925559,Argentina,140,90
487118986,Argentina,140,91
759251,Slovenia,139,28
2097571,Argentina,139,92
3108351,Vietnam,139,26
15253147,Morocco,139,96
16211434,Argentina,139,93
17093617,Greenland,139,83
17471979,Vietnam,139,27
20536157,Chile,139,69
21447363,Vietnam,139,28
26223583,Greenland,139,84
30313925,Saudi Arabia,139,83
38676903,Switzerland,139,26
79293791,New Zealand,139,78
107472906,Portugal,139,29
119002935,Switzerland,139,27
260907612,South Africa,139,58
627673190,Saudi Arabia,139,84
807095,Taiwan,138,15
3108351,Turkey,138,63
14363353,Greenland,138,85
14589119,Scotland,138,5
14589119,Sri Lanka,138,1
16365636,Chile,138,70
17471979,Bangladesh,138,52
19617105,Switzerland,138,28
20609518,New Zealand,138,79
21401523,Sweden,138,2
21447363,Germany,138,71
25365536,New Zealand,138,80
27067896,Morocco,138,97
44409004,Chile,138,71
44886859,Greenland,138,86
50393960,Sri Lanka,138,2
133880286,New Zealand,138,81
1536791610,Greenland,138,87
783214,Oman,137,8
1652541,Chile,137,72
1774391,Germany,137,72
4898091,Morocco,137,98
10228272,Serbia,137,13
16898427,Belgium,137,15
20536157,South Africa,137,59
20626359,Ukraine,137,16
21111883,Chile,137,73
30313925,Mexico,137,94
33933259,Morocco,137,99
36184220,Morocco,137,100
91478624,New Zealand,137,82
106062176,Belgium,137,16
742143,Slovenia,136,29
5402612,Oman,136,9
5402612,Nepal,136,2
14293310,Chile,136,74
14293310,Taiwan,136,16
15066760,Switzerland,136,29
15670515,Mexico,136,95
16898427,Oman,136,10
19106719,South Africa,136,60
20823928,Slovenia,136,30
27260086,Chile,136,75
87818409,Saudi Arabia,136,85
184910040,Argentina,136,94
350224247,Sri Lanka,136,3
5402612,Taiwan,135,17
5920532,Ukraine,135,17
7849082,Greenland,135,88
9676212,Spain,135,97
14872237,Mexico,135,96
15392221,Portugal,135,30
15425377,South Africa,135,61
17219108,Greenland,135,89
18332190,Sweden,135,3
18493366,Spain,135,98
21447363,Spain,135,99
23976386,Spain,135,100
24727891,Saudi Arabia,135,86
27860681,Bangladesh,135,53
36184220,South Africa,135,62
44409004,Colombia,135,53
50393960,Oman,135,11
50393960,Nepal,135,3
56377143,Vietnam,135,29
155659213,Colombia,135,54
173992307,Germany,135,73
487118986,Chile,135,76
627673190,Mexico,135,97
783214,Sri Lanka,134,4
807095,Ukraine,134,18
1379801,Denmark,134,1
5402612,Switzerland,134,30
